time	high_ci_0.05	low_ci_0.05	mean
1e-10	0.0	0.0	0.0
0.39	0.5566253663355499	-0.41869433185279126	0.06896551724137931
0.5	0.8205126335246807	-0.5446505645591635	0.13793103448275862
0.53	1.0341308189037768	-0.6203377154555008	0.20689655172413793
0.54	1.2208535021305853	-0.6691293641995507	0.27586206896551724
0.55	1.3898129771229766	-0.7001578047091837	0.3448275862068966
0.58	1.5457266298597103	-0.7181404229631586	0.41379310344827586
0.59	1.6914132163926403	-0.7258959750133296	0.4827586206896552
0.62	1.8287173789966225	-0.7252691031345537	0.5517241379310345
0.64	1.9589239120400126	-0.7175446016951849	0.6206896551724138
0.65	2.0829690269685663	-0.7036586821409804	0.6896551724137931
0.66	2.201558474470622	-0.6843170951602771	0.7586206896551724
0.67	2.5757695122225925	-0.7826660639467301	0.8965517241379309
0.69	2.677649970146086	-0.7466154873874647	0.9655172413793104
0.71	2.910288942331012	-0.8413234250896326	1.0344827586206897
0.72	3.0942275076976515	-0.7493999214907547	1.1724137931034484
0.76	3.661189896080414	-0.7646381719424833	1.4482758620689655
0.77	3.9907920376610244	-0.6804472100748175	1.6551724137931034
0.79	4.162437176505336	-0.7141613144363709	1.7241379310344827
0.8	4.296384059232676	-0.5722461281981939	1.8620689655172415
0.85	4.458276913966633	-0.596207948449391	1.9310344827586208
0.87	4.520512079894785	-0.5205120798947849	1.9999999999999998
0.88	4.675617055236049	-0.5376860207532911	2.0689655172413794
0.9	4.734321961202846	-0.45845989223732764	2.1379310344827585
0.91	4.9386959116728235	-0.3869717737417886	2.2758620689655173
0.92	5.093131290540249	-0.1276140491609401	2.4827586206896552
0.95	5.140627259797224	-0.037178983935155355	2.5517241379310343
0.97	5.186052525377643	0.055326784967184725	2.6206896551724137
0.98	5.323165794014514	0.056144550813071896	2.689655172413793
1.01	5.497700538496089	0.1574718752970144	2.8275862068965516
1.02	5.789582552533903	0.27938296470747526	3.0344827586206895
1.03	6.179353650947987	0.441336004224426	3.310344827586207
1.04	6.4307336123391625	0.6037491462815284	3.517241379310345
1.05	6.477277948256652	0.8330668793295559	3.6551724137931036
1.07	6.601417303199848	0.9847895933518773	3.7931034482758625
1.08	6.718532877003962	1.1435360885132788	3.9310344827586206
1.11	6.817802885926126	1.182197114073873	3.9999999999999996
1.12	6.828465728898703	1.3094653055840555	4.068965517241379
1.13	7.010321130465664	1.265540938499852	4.137931034482759
1.14	7.277151962902033	1.2745721750290016	4.275862068965517
1.16	7.4588783186193535	1.5066389227599575	4.482758620689655
1.17	7.865585621915562	1.6516557573947825	4.758620689655172
1.18	7.940392454339983	1.85271099393588	4.896551724137931
1.2	8.087875313756006	1.9810902034853726	5.0344827586206895
1.23	8.348082595727954	2.410538093927219	5.379310344827586
1.24	8.532826882509987	2.639586910593462	5.586206896551724
1.25	8.864720643964512	2.721486252587212	5.793103448275862
1.26	8.918638829061788	2.805499101972695	5.862068965517241
1.3	9.02143570939816	2.9785642906018412	6.0
1.32	9.197674907048183	3.078187161917333	6.137931034482759
1.33	9.24355369604383	3.1702394074044453	6.206896551724138
1.35	9.410118066227398	3.2795371061863956	6.344827586206897
1.38	9.451249262949359	3.376336943947194	6.413793103448276
1.39	9.60829400147558	3.495154274386489	6.551724137931034
1.4	9.723746945423374	3.517632364921454	6.620689655172414
1.41	9.792079668638552	3.7251617106717925	6.758620689655172
1.42	9.823210994189315	3.8319614196037883	6.827586206896552
1.43	9.961142028672073	3.969892454086548	6.96551724137931
1.46	9.986861884487034	4.082103632754346	7.03448275862069
1.47	10.13481283853959	4.347945782150067	7.241379310344828
1.49	10.152158640759795	4.46853101441262	7.310344827586207
1.5	10.266078747995092	4.6304729761428405	7.448275862068966
1.51	10.447344306987794	4.587138451632897	7.517241379310345
1.52	10.466940530606964	4.843404296979245	7.655172413793104
1.54	10.649396850113147	4.936810046438576	7.79310344827586
1.57	10.737427387083704	5.262572612916294	7.999999999999999
1.58	10.82142168368453	5.316509350798228	8.068965517241379
1.63	10.814399548217954	5.461462520747561	8.137931034482758
1.64	10.89512584229404	5.518667261154236	8.206896551724139
1.67	10.974002746330868	5.577721391600167	8.275862068965518
1.68	11.051050580260172	5.63860459215362	8.344827586206897
1.69	10.95734802475496	6.284031285589867	8.620689655172415
1.72	11.025274796281714	6.354035548545872	8.689655172413794
1.76	11.091121300837777	6.426120078472569	8.758620689655173
1.77	11.216534352574703	6.57656909570116	8.89655172413793
1.78	11.168539879310138	6.762494603448483	8.96551724137931
1.79	11.225355266791832	6.843610250449548	9.03448275862069
1.8	11.388652907338562	6.818243644385577	9.10344827586207
1.81	11.441634050498722	6.903193535708175	9.172413793103448
1.82	11.381828668216793	7.100929952472865	9.24137931034483
1.83	11.311339508531026	7.30935014664139	9.310344827586208
1.85	11.473920357189094	7.2847003324660795	9.379310344827587
1.86	11.51606816372565	7.380483560412281	9.448275862068966
1.97	11.555483829120906	7.478998929499782	9.517241379310343
2.0	11.592046608029785	7.580367185073661	9.586206896551722
2.01	11.625615763546797	7.68472906403941	9.655172413793103
2.04	11.656026753805673	7.7922491082632925	9.724137931034482
2.07	11.550005369470641	8.036201527081083	9.793103448275861
2.11	11.569944416094554	8.15419351493993	9.862068965517242
2.14	11.5855030171179	8.276565948399343	9.931034482758621
2.15	11.596241551331985	8.403758448668015	10.0
2.16	11.601610757251631	8.536320277231129	10.068965517241379
2.19	11.758425196849618	8.655367906598658	10.206896551724137
2.2	11.908181431111418	8.643542706819616	10.275862068965518
2.21	11.90259983259526	8.787055339818533	10.344827586206897
