length	time	method
54	0.1	mcts
73	4.63	mcts
74	0.12	mcts
79	0.11	mcts
83	0.14	mcts
87	0.13	mcts
89	0.13	mcts
102	0.21	mcts
117	58.62	mcts
118	0.15	mcts
119	5500.0	mcts
129	5500.0	mcts
140	0.16	mcts
148	0.38	mcts
151	0.76	mcts
154	0.19	mcts
161	5500.0	mcts
185	10.36	mcts
193	0.25	mcts
210	1.25	mcts
215	0.36	mcts
301	49.31	mcts
340	12.15	mcts
344	2.77	mcts
348	5.73	mcts
357	5500.0	mcts
360	5500.0	mcts
382	5500.0	mcts
451	5500.0	mcts
