length	time	method
54	0.12	mcts
73	1.77	mcts
74	0.26	mcts
79	0.12	mcts
83	0.17	mcts
87	0.13	mcts
89	10.36	mcts
102	18.37	mcts
117	543.79	mcts
118	0.17	mcts
119	5500.0	mcts
129	5500.0	mcts
140	349.26	mcts
148	27.2	mcts
151	5500.0	mcts
154	58.51	mcts
161	5500.0	mcts
185	5.14	mcts
193	14.01	mcts
210	5500.0	mcts
215	5500.0	mcts
301	0.91	mcts
340	5500.0	mcts
344	5500.0	mcts
348	5500.0	mcts
357	5500.0	mcts
360	5500.0	mcts
382	5500.0	mcts
451	5500.0	mcts
