length	time	method
54	0.11	mcts
73	6.22	mcts
74	0.12	mcts
79	0.13	mcts
83	0.13	mcts
87	0.12	mcts
89	0.14	mcts
102	0.2	mcts
117	20.89	mcts
118	0.15	mcts
119	5500.0	mcts
129	5500.0	mcts
140	0.27	mcts
148	0.31	mcts
151	0.75	mcts
154	0.18	mcts
161	5500.0	mcts
185	3.73	mcts
193	0.29	mcts
210	0.67	mcts
215	1.06	mcts
301	3.91	mcts
340	66.34	mcts
344	23.58	mcts
348	1.64	mcts
357	5500.0	mcts
360	5500.0	mcts
382	5500.0	mcts
451	5500.0	mcts
