length	time	method
54	0.12	mcts
73	8.76	mcts
74	0.12	mcts
79	0.11	mcts
83	0.12	mcts
87	0.13	mcts
89	0.14	mcts
102	0.17	mcts
117	117.16	mcts
118	0.15	mcts
119	5500.0	mcts
129	5500.0	mcts
140	0.27	mcts
148	0.18	mcts
151	1.05	mcts
154	0.23	mcts
161	5500.0	mcts
185	0.45	mcts
193	0.3	mcts
210	0.37	mcts
215	0.38	mcts
301	111.24	mcts
340	13.84	mcts
344	4.95	mcts
348	5.17	mcts
357	5500.0	mcts
360	5500.0	mcts
382	5500.0	mcts
451	5500.0	mcts
