time	solved
1e-10	0.0
2.65	3.4482758620689653
2.74	6.896551724137931
2.77	10.344827586206897
2.82	13.793103448275861
2.84	17.24137931034483
2.85	20.689655172413794
2.87	24.137931034482758
2.88	27.586206896551722
2.91	31.03448275862069
2.96	34.48275862068966
3.12	37.93103448275862
3.25	41.37931034482759
3.3	44.827586206896555
3.57	48.275862068965516
3.86	51.724137931034484
3.9	55.172413793103445
4.0	58.620689655172406
4.03	62.06896551724138
5.06	65.51724137931035
5.19	68.96551724137932
16.5	72.41379310344827
24.07	75.86206896551724
270.96	79.3103448275862
600.0	79.3103448275862
