time	high_ci_0.05	low_ci_0.05	mean
1e-10	0.0	0.0	0.0
2.58	0.5566253663355499	-0.41869433185279126	0.06896551724137931
2.66	0.8205126335246807	-0.5446505645591635	0.13793103448275862
2.7	1.0341308189037768	-0.6203377154555008	0.20689655172413793
2.73	1.220853502130585	-0.6691293641995505	0.27586206896551724
2.75	2.0420878612161983	-1.076570619836888	0.4827586206896552
2.8	2.282475644673202	-1.0410963343283748	0.6206896551724138
2.81	2.611898549386683	-0.9567261355935797	0.8275862068965517
2.84	2.7145460184478756	-0.9214425701720134	0.8965517241379309
2.85	2.910288942331012	-0.8413234250896326	1.0344827586206897
2.86	3.3875042997347804	-0.7668146445623663	1.3103448275862069
2.87	3.7378182600166796	-0.7033355013959892	1.5172413793103448
2.88	3.884474581080741	-0.5741297534945341	1.6551724137931034
2.89	4.022405615563499	-0.43619871901177537	1.7931034482758619
2.9	4.4223233208166	-0.4223233208166008	1.9999999999999998
2.91	4.48225590421988	-0.3443248697371211	2.0689655172413794
2.92	4.845950238570558	-0.29422610063952326	2.2758620689655173
2.93	5.40801753976832	-0.3045692639062514	2.5517241379310343
2.95	5.455663954667618	-0.21428464432278996	2.6206896551724137
2.96	5.586441463643184	-0.20713111881559707	2.689655172413793
2.97	5.631010785638079	-0.11376940632773387	2.7586206896551726
2.98	6.121860022855645	-0.05289450561426605	3.0344827586206895
2.99	6.27547108335441	0.06935650285248773	3.1724137931034484
3.0	6.3438038065695865	0.27688584860282733	3.310344827586207
3.01	6.6707203494146246	0.36376240920606484	3.517241379310345
3.03	6.953090680456365	0.3572541471298431	3.6551724137931036
3.04	7.7348640305692715	0.4030670039134859	4.068965517241379
3.05	7.824292991895508	0.4515690770700082	4.137931034482759
3.06	7.952003869758189	0.7376513026556037	4.344827586206897
3.07	8.156179721331858	1.223130623495728	4.689655172413794
3.08	8.303365579804142	1.2138757995062026	4.758620689655172
3.09	8.310870843283483	1.3443015705096175	4.827586206896552
3.1	8.459930611028216	1.471103871730404	4.9655172413793105
3.11	8.73943686448196	1.4674596872421801	5.1034482758620685
3.12	8.741718410391488	1.6031091758154092	5.172413793103448
3.14	8.808228665236795	1.8124609899356197	5.310344827586206
3.15	9.07423964917792	1.8223120749600106	5.448275862068966
3.16	9.520314366128355	1.6520994269750928	5.586206896551724
3.17	9.702408888585214	1.74586697348375	5.724137931034483
3.18	9.760991244453649	1.8252156520980747	5.793103448275862
3.19	9.756499581488152	1.9676383495463305	5.862068965517241
3.2	9.812357754402406	2.049711211114836	5.931034482758621
3.21	10.0441854190802	2.0937456154025584	6.068965517241379
3.22	10.208885913613774	2.204907189834502	6.206896551724138
3.23	10.487447495887418	2.2022076765263763	6.344827586206897
3.24	10.651964366943337	2.1756218399532146	6.413793103448276
3.26	10.756849647977116	2.2086675934021938	6.482758620689655
3.27	10.916267277504765	2.187180998357303	6.551724137931034
3.28	11.007242332248362	2.3720680125792253	6.689655172413793
3.29	11.357332580363261	2.4357708679126024	6.896551724137931
3.3	11.60064245369713	2.4683230635442492	7.03448275862069
3.31	11.715739439552944	2.7670191811367117	7.241379310344828
3.32	12.035644030275003	2.86090769386293	7.448275862068966
3.33	12.185585493760955	3.124759333825254	7.655172413793104
3.34	12.456543860507926	3.1296630360437963	7.79310344827586
3.35	12.616486661219417	3.5214443732633405	8.068965517241379
3.36	12.693449466678578	3.582412602286939	8.137931034482758
3.37	12.91789082375376	3.77176434866003	8.344827586206897
3.38	13.166967073370706	3.7985501680086036	8.482758620689655
3.39	13.32334030199206	4.055970042835528	8.689655172413794
3.4	13.522374704854576	4.270728743421288	8.89655172413793
3.41	14.090031448025334	4.392727172664323	9.24137931034483
3.42	14.157381538121042	4.601239151534132	9.379310344827587
3.44	14.431211682183577	4.879133145402631	9.655172413793103
3.45	14.38132987184177	5.066945990227195	9.724137931034482
3.46	14.836868426625758	5.301062607857001	10.068965517241379
3.47	14.929798941559364	5.483994161888912	10.206896551724137
3.5	15.214664193326275	5.612922013570279	10.413793103448276
3.51	15.246282157919	5.857166117943071	10.551724137931034
3.52	15.465052576353177	6.052188802957168	10.758620689655173
3.53	15.588524492528341	6.204578955747524	10.896551724137932
3.54	15.725779683951934	6.205254798806687	10.965517241379311
3.55	15.79956038724294	6.683198233446714	11.241379310344826
3.56	16.270491695712987	7.039853131873218	11.655172413793103
3.57	16.38551341211783	7.338624518916652	11.862068965517242
3.58	16.473817749652305	7.526182250347693	12.0
3.59	16.501918145881795	7.773943923083724	12.137931034482758
3.6	16.799306515566105	7.752417622364928	12.275862068965518
3.61	16.917890823753762	7.771764348660031	12.344827586206897
3.62	16.999429887801266	8.104018388060803	12.551724137931036
3.63	17.17430804994721	8.205002294880378	12.689655172413794
3.65	17.39799546984954	8.257176943943566	12.827586206896552
3.66	17.66782248818984	8.263211994568778	12.96551724137931
3.67	17.932676235676073	8.412151350530825	13.172413793103448
3.68	18.337298827901282	8.559252896236647	13.448275862068964
3.69	18.435461664767956	8.599021093852734	13.517241379310343
3.71	18.819267808433857	8.629008053635108	13.724137931034482
3.72	19.04850006432337	8.813568901193872	13.93103448275862
3.73	19.125235648107534	9.15062642085798	14.137931034482756
3.74	19.385851745996465	9.303803426417327	14.344827586206895
3.75	19.800002944077804	9.579307400749782	14.689655172413794
3.76	20.11371294927641	9.817321533482207	14.965517241379308
3.77	20.403995824426413	9.802900727297725	15.10344827586207
3.78	20.458869965900334	10.023888654789321	15.241379310344827
3.79	20.948202886379416	10.224210906724027	15.58620689655172
3.8	20.924496784151362	10.385848043434844	15.655172413793103
