time	solved
1e-10	0.0
4.03	3.4482758620689653
4.61	6.896551724137931
5.44	10.344827586206897
6.9	13.793103448275861
7.37	17.24137931034483
15.1	20.689655172413794
18.5	24.137931034482758
25.37	27.586206896551722
33.39	31.03448275862069
34.9	34.48275862068966
35.67	37.93103448275862
36.93	41.37931034482759
37.38	44.827586206896555
45.85	48.275862068965516
61.3	51.724137931034484
97.04	55.172413793103445
107.92	58.620689655172406
152.75	62.06896551724138
337.07	65.51724137931035
372.05	68.96551724137932
600.0	68.96551724137932
